
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
                  R2022b (9.13.0.2049777) 64-bit (glnxa64)
                              August 24, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to the parallel pool (number of workers: 40).
Train RFR - Fold #1, Cluster #1: Elapsed time is 93.342026 seconds.
Run RFR - Fold #1, Cluster #1: Elapsed time is 33.042441 seconds.
Train RFR - Fold #1, Cluster #2: Elapsed time is 15.916240 seconds.
Run RFR - Fold #1, Cluster #2: Elapsed time is 22.129928 seconds.
Train RFR - Fold #1, Cluster #3: Elapsed time is 54.193312 seconds.
Run RFR - Fold #1, Cluster #3: Elapsed time is 24.401037 seconds.
Train RFR - Fold #1, Cluster #4: N/ARun RFR - Fold #1, Cluster #4: N/ATrain RFR - Fold #1, Cluster #5: Elapsed time is 19.285298 seconds.
Run RFR - Fold #1, Cluster #5: Elapsed time is 20.233001 seconds.
Train RFR - Fold #1, Cluster #6: Elapsed time is 88.805301 seconds.
Run RFR - Fold #1, Cluster #6: Elapsed time is 36.230397 seconds.
Train RFR - Fold #1, Cluster #7: Elapsed time is 22.827875 seconds.
Run RFR - Fold #1, Cluster #7: Elapsed time is 28.849272 seconds.
Train RFR - Fold #1, Cluster #8: Elapsed time is 16.278084 seconds.
Run RFR - Fold #1, Cluster #8: Elapsed time is 19.238515 seconds.
Train RFR - Fold #1, Cluster #9: Elapsed time is 56.016632 seconds.
Run RFR - Fold #1, Cluster #9: Elapsed time is 23.235362 seconds.
Train RFR - Fold #1, Cluster #10: Elapsed time is 16.911395 seconds.
Run RFR - Fold #1, Cluster #10: Elapsed time is 22.650581 seconds.
Train RFR - Fold #1, Cluster #11: Elapsed time is 54.488239 seconds.
Run RFR - Fold #1, Cluster #11: Elapsed time is 25.064762 seconds.
Train RFR - Fold #1, Cluster #12: Elapsed time is 65.267056 seconds.
Run RFR - Fold #1, Cluster #12: Elapsed time is 30.194506 seconds.
Train RFR - Fold #1, Cluster #13: Elapsed time is 22.779175 seconds.
Run RFR - Fold #1, Cluster #13: Elapsed time is 19.493381 seconds.
Train RFR - Fold #1, Cluster #14: Elapsed time is 44.340046 seconds.
Run RFR - Fold #1, Cluster #14: Elapsed time is 39.084423 seconds.
Train RFR - Fold #1, Cluster #15: Elapsed time is 2.133888 seconds.
Run RFR - Fold #1, Cluster #15: Elapsed time is 4.624563 seconds.
Train RFR - Fold #1, Cluster #16: Elapsed time is 10.443074 seconds.
Run RFR - Fold #1, Cluster #16: Elapsed time is 17.335680 seconds.
Train RFR - Fold #1, Cluster #17: Elapsed time is 140.263759 seconds.
Run RFR - Fold #1, Cluster #17: Elapsed time is 38.333662 seconds.
Train RFR - Fold #1, Cluster #18: Elapsed time is 36.995428 seconds.
Run RFR - Fold #1, Cluster #18: Elapsed time is 20.823403 seconds.
Train RFR - Fold #1, Cluster #19: Elapsed time is 57.512218 seconds.
Run RFR - Fold #1, Cluster #19: Elapsed time is 26.612174 seconds.
Train RFR - Fold #1, Cluster #20: Elapsed time is 25.973501 seconds.
Run RFR - Fold #1, Cluster #20: Elapsed time is 17.888049 seconds.
Train RFR - Fold #2, Cluster #1: Elapsed time is 88.840900 seconds.
Run RFR - Fold #2, Cluster #1: Elapsed time is 32.242188 seconds.
Train RFR - Fold #2, Cluster #2: Elapsed time is 15.879869 seconds.
Run RFR - Fold #2, Cluster #2: Elapsed time is 21.387491 seconds.
Train RFR - Fold #2, Cluster #3: Elapsed time is 53.749298 seconds.
Run RFR - Fold #2, Cluster #3: Elapsed time is 25.241982 seconds.
Train RFR - Fold #2, Cluster #4: N/ARun RFR - Fold #2, Cluster #4: N/ATrain RFR - Fold #2, Cluster #5: Elapsed time is 22.168870 seconds.
Run RFR - Fold #2, Cluster #5: Elapsed time is 18.671131 seconds.
Train RFR - Fold #2, Cluster #6: Elapsed time is 94.660438 seconds.
Run RFR - Fold #2, Cluster #6: Elapsed time is 35.465131 seconds.
Train RFR - Fold #2, Cluster #7: Elapsed time is 22.084928 seconds.
Run RFR - Fold #2, Cluster #7: Elapsed time is 27.232743 seconds.
Train RFR - Fold #2, Cluster #8: Elapsed time is 16.878294 seconds.
Run RFR - Fold #2, Cluster #8: Elapsed time is 19.105084 seconds.
Train RFR - Fold #2, Cluster #9: Elapsed time is 60.658502 seconds.
Run RFR - Fold #2, Cluster #9: Elapsed time is 23.732112 seconds.
Train RFR - Fold #2, Cluster #10: Elapsed time is 17.135345 seconds.
Run RFR - Fold #2, Cluster #10: Elapsed time is 22.671770 seconds.
Train RFR - Fold #2, Cluster #11: Elapsed time is 57.115732 seconds.
Run RFR - Fold #2, Cluster #11: Elapsed time is 25.515058 seconds.
Train RFR - Fold #2, Cluster #12: Elapsed time is 62.813807 seconds.
Run RFR - Fold #2, Cluster #12: Elapsed time is 31.082556 seconds.
Train RFR - Fold #2, Cluster #13: Elapsed time is 22.424344 seconds.
Run RFR - Fold #2, Cluster #13: Elapsed time is 19.856448 seconds.
Train RFR - Fold #2, Cluster #14: Elapsed time is 46.913405 seconds.
Run RFR - Fold #2, Cluster #14: Elapsed time is 38.476009 seconds.
Train RFR - Fold #2, Cluster #15: Elapsed time is 2.106540 seconds.
Run RFR - Fold #2, Cluster #15: Elapsed time is 4.547693 seconds.
Train RFR - Fold #2, Cluster #16: Elapsed time is 10.842519 seconds.
Run RFR - Fold #2, Cluster #16: Elapsed time is 17.444099 seconds.
Train RFR - Fold #2, Cluster #17: Elapsed time is 146.702151 seconds.
Run RFR - Fold #2, Cluster #17: Elapsed time is 38.976126 seconds.
