
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
                  R2022b (9.13.0.2049777) 64-bit (glnxa64)
                              August 24, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to the parallel pool (number of workers: 40).
Train RFR - Fold #1, Cluster #1: Elapsed time is 270.021418 seconds.
Run RFR - Fold #1, Cluster #1: Elapsed time is 62.154918 seconds.
Train RFR - Fold #1, Cluster #2: Elapsed time is 68.599228 seconds.
Run RFR - Fold #1, Cluster #2: Elapsed time is 37.242816 seconds.
Train RFR - Fold #1, Cluster #3: Elapsed time is 107.261692 seconds.
Run RFR - Fold #1, Cluster #3: Elapsed time is 27.291090 seconds.
Train RFR - Fold #1, Cluster #4: Elapsed time is 74.330315 seconds.
Run RFR - Fold #1, Cluster #4: Elapsed time is 25.413936 seconds.
Train RFR - Fold #1, Cluster #5: Elapsed time is 67.407155 seconds.
Run RFR - Fold #1, Cluster #5: Elapsed time is 27.829357 seconds.
Train RFR - Fold #1, Cluster #6: Elapsed time is 169.703969 seconds.
Run RFR - Fold #1, Cluster #6: Elapsed time is 44.459610 seconds.
Train RFR - Fold #1, Cluster #7: Elapsed time is 56.916198 seconds.
Run RFR - Fold #1, Cluster #7: Elapsed time is 40.642601 seconds.
Train RFR - Fold #1, Cluster #8: Elapsed time is 68.905432 seconds.
Run RFR - Fold #1, Cluster #8: Elapsed time is 32.211051 seconds.
Train RFR - Fold #1, Cluster #9: Elapsed time is 16.536272 seconds.
Run RFR - Fold #1, Cluster #9: Elapsed time is 19.521900 seconds.
Train RFR - Fold #1, Cluster #10: Elapsed time is 2.235057 seconds.
Run RFR - Fold #1, Cluster #10: Elapsed time is 4.540398 seconds.
Train RFR - Fold #2, Cluster #1: Elapsed time is 266.870970 seconds.
Run RFR - Fold #2, Cluster #1: Elapsed time is 63.439431 seconds.
Train RFR - Fold #2, Cluster #2: Elapsed time is 71.085215 seconds.
Run RFR - Fold #2, Cluster #2: Elapsed time is 37.694848 seconds.
Train RFR - Fold #2, Cluster #3: Elapsed time is 113.399282 seconds.
Run RFR - Fold #2, Cluster #3: Elapsed time is 27.333248 seconds.
Train RFR - Fold #2, Cluster #4: Elapsed time is 77.870939 seconds.
Run RFR - Fold #2, Cluster #4: Elapsed time is 26.184172 seconds.
Train RFR - Fold #2, Cluster #5: Elapsed time is 70.708163 seconds.
Run RFR - Fold #2, Cluster #5: Elapsed time is 27.358494 seconds.
Train RFR - Fold #2, Cluster #6: Elapsed time is 176.748090 seconds.
Run RFR - Fold #2, Cluster #6: Elapsed time is 42.220952 seconds.
Train RFR - Fold #2, Cluster #7: Elapsed time is 60.052421 seconds.
Run RFR - Fold #2, Cluster #7: Elapsed time is 38.784387 seconds.
Train RFR - Fold #2, Cluster #8: Elapsed time is 73.895473 seconds.
Run RFR - Fold #2, Cluster #8: Elapsed time is 31.591806 seconds.
Train RFR - Fold #2, Cluster #9: Elapsed time is 16.735657 seconds.
Run RFR - Fold #2, Cluster #9: Elapsed time is 19.369134 seconds.
Train RFR - Fold #2, Cluster #10: Elapsed time is 2.140279 seconds.
Run RFR - Fold #2, Cluster #10: Elapsed time is 4.455542 seconds.
Train RFR - Fold #3, Cluster #1: Elapsed time is 264.320989 seconds.
Run RFR - Fold #3, Cluster #1: Elapsed time is 64.366389 seconds.
Train RFR - Fold #3, Cluster #2: Elapsed time is 69.396947 seconds.
Run RFR - Fold #3, Cluster #2: Elapsed time is 37.939545 seconds.
Train RFR - Fold #3, Cluster #3: Elapsed time is 110.955716 seconds.
Run RFR - Fold #3, Cluster #3: Elapsed time is 26.782275 seconds.
Train RFR - Fold #3, Cluster #4: Elapsed time is 76.834053 seconds.
Run RFR - Fold #3, Cluster #4: Elapsed time is 26.833016 seconds.
Train RFR - Fold #3, Cluster #5: Elapsed time is 69.458407 seconds.
Run RFR - Fold #3, Cluster #5: Elapsed time is 27.516701 seconds.
Train RFR - Fold #3, Cluster #6: Elapsed time is 173.224716 seconds.
Run RFR - Fold #3, Cluster #6: Elapsed time is 43.803186 seconds.
Train RFR - Fold #3, Cluster #7: Elapsed time is 61.875462 seconds.
Run RFR - Fold #3, Cluster #7: Elapsed time is 39.780479 seconds.
Train RFR - Fold #3, Cluster #8: Elapsed time is 70.806900 seconds.
Run RFR - Fold #3, Cluster #8: Elapsed time is 32.323990 seconds.
Train RFR - Fold #3, Cluster #9: Elapsed time is 15.222161 seconds.
Run RFR - Fold #3, Cluster #9: Elapsed time is 20.027047 seconds.
Train RFR - Fold #3, Cluster #10: Elapsed time is 2.127632 seconds.
Run RFR - Fold #3, Cluster #10: Elapsed time is 4.695558 seconds.
Train RFR - Fold #4, Cluster #1: Elapsed time is 271.822939 seconds.
Run RFR - Fold #4, Cluster #1: Elapsed time is 66.141825 seconds.
Train RFR - Fold #4, Cluster #2: Elapsed time is 70.842868 seconds.
Run RFR - Fold #4, Cluster #2: Elapsed time is 37.962354 seconds.
Train RFR - Fold #4, Cluster #3: Elapsed time is 115.923353 seconds.
Run RFR - Fold #4, Cluster #3: Elapsed time is 26.869009 seconds.
Train RFR - Fold #4, Cluster #4: Elapsed time is 75.037345 seconds.
Run RFR - Fold #4, Cluster #4: Elapsed time is 25.796811 seconds.
Train RFR - Fold #4, Cluster #5: Elapsed time is 74.674920 seconds.
Run RFR - Fold #4, Cluster #5: Elapsed time is 27.815353 seconds.
Train RFR - Fold #4, Cluster #6: Elapsed time is 167.477633 seconds.
Run RFR - Fold #4, Cluster #6: Elapsed time is 43.028328 seconds.
